value,value_label,cohort,variable,variable_label
,".j=web interview, missing",HRS,r7deptho,r7deptho:w7 r thoughts about death
,.m=oth missing,HRS,r7deptho,r7deptho:w7 r thoughts about death
,.p=answered prev wv,HRS,r7deptho,r7deptho:w7 r thoughts about death
,.r=rf,HRS,r7deptho,r7deptho:w7 r thoughts about death
,.s=skip,HRS,r7deptho,r7deptho:w7 r thoughts about death
,.u=unmarried,HRS,r7deptho,r7deptho:w7 r thoughts about death
,.v=spouse nr,HRS,r7deptho,r7deptho:w7 r thoughts about death
0,0.no,HRS,r8deptho,r8deptho:w8 r thoughts about death
1,1.yes,HRS,r8deptho,r8deptho:w8 r thoughts about death
,.d=dk/na,HRS,r8deptho,r8deptho:w8 r thoughts about death
,".j=web interview, missing",HRS,r8deptho,r8deptho:w8 r thoughts about death
,.m=oth missing,HRS,r8deptho,r8deptho:w8 r thoughts about death
,.p=answered prev wv,HRS,r8deptho,r8deptho:w8 r thoughts about death
,.r=rf,HRS,r8deptho,r8deptho:w8 r thoughts about death
,.s=skip,HRS,r8deptho,r8deptho:w8 r thoughts about death
,.u=unmarried,HRS,r8deptho,r8deptho:w8 r thoughts about death
,.v=spouse nr,HRS,r8deptho,r8deptho:w8 r thoughts about death
0,0.no,HRS,r9deptho,r9deptho:w9 r thoughts about death
1,1.yes,HRS,r9deptho,r9deptho:w9 r thoughts about death
,.d=dk/na,HRS,r9deptho,r9deptho:w9 r thoughts about death
,".j=web interview, missing",HRS,r9deptho,r9deptho:w9 r thoughts about death
,.m=oth missing,HRS,r9deptho,r9deptho:w9 r thoughts about death
,.p=answered prev wv,HRS,r9deptho,r9deptho:w9 r thoughts about death
,.r=rf,HRS,r9deptho,r9deptho:w9 r thoughts about death
,.s=skip,HRS,r9deptho,r9deptho:w9 r thoughts about death
,.u=unmarried,HRS,r9deptho,r9deptho:w9 r thoughts about death
,.v=spouse nr,HRS,r9deptho,r9deptho:w9 r thoughts about death
0,0.no,HRS,r10deptho,r10deptho:w10 r thoughts about death
1,1.yes,HRS,r10deptho,r10deptho:w10 r thoughts about death
,.d=dk/na,HRS,r10deptho,r10deptho:w10 r thoughts about death
,".j=web interview, missing",HRS,r10deptho,r10deptho:w10 r thoughts about death
,.m=oth missing,HRS,r10deptho,r10deptho:w10 r thoughts about death
,.p=answered prev wv,HRS,r10deptho,r10deptho:w10 r thoughts about death
,.r=rf,HRS,r10deptho,r10deptho:w10 r thoughts about death
,.s=skip,HRS,r10deptho,r10deptho:w10 r thoughts about death
,.u=unmarried,HRS,r10deptho,r10deptho:w10 r thoughts about death
,.v=spouse nr,HRS,r10deptho,r10deptho:w10 r thoughts about death
0,0.no,HRS,r11deptho,r11deptho:w11 r thoughts about death
1,1.yes,HRS,r11deptho,r11deptho:w11 r thoughts about death
,.d=dk/na,HRS,r11deptho,r11deptho:w11 r thoughts about death
,".j=web interview, missing",HRS,r11deptho,r11deptho:w11 r thoughts about death
,.m=oth missing,HRS,r11deptho,r11deptho:w11 r thoughts about death
,.p=answered prev wv,HRS,r11deptho,r11deptho:w11 r thoughts about death
,.r=rf,HRS,r11deptho,r11deptho:w11 r thoughts about death
,.s=skip,HRS,r11deptho,r11deptho:w11 r thoughts about death
,.u=unmarried,HRS,r11deptho,r11deptho:w11 r thoughts about death
,.v=spouse nr,HRS,r11deptho,r11deptho:w11 r thoughts about death
0,0.no,HRS,r12deptho,r12deptho:w12 r thoughts about death
1,1.yes,HRS,r12deptho,r12deptho:w12 r thoughts about death
,.d=dk/na,HRS,r12deptho,r12deptho:w12 r thoughts about death
,".j=web interview, missing",HRS,r12deptho,r12deptho:w12 r thoughts about death
,.m=oth missing,HRS,r12deptho,r12deptho:w12 r thoughts about death
,.p=answered prev wv,HRS,r12deptho,r12deptho:w12 r thoughts about death
,.r=rf,HRS,r12deptho,r12deptho:w12 r thoughts about death
,.s=skip,HRS,r12deptho,r12deptho:w12 r thoughts about death
,.u=unmarried,HRS,r12deptho,r12deptho:w12 r thoughts about death
,.v=spouse nr,HRS,r12deptho,r12deptho:w12 r thoughts about death
0,0.no,HRS,r13deptho,r13deptho:w13 r thoughts about death
1,1.yes,HRS,r13deptho,r13deptho:w13 r thoughts about death
,.d=dk/na,HRS,r13deptho,r13deptho:w13 r thoughts about death
,".j=web interview, missing",HRS,r13deptho,r13deptho:w13 r thoughts about death
,.m=oth missing,HRS,r13deptho,r13deptho:w13 r thoughts about death
,.p=answered prev wv,HRS,r13deptho,r13deptho:w13 r thoughts about death
,.r=rf,HRS,r13deptho,r13deptho:w13 r thoughts about death
,.s=skip,HRS,r13deptho,r13deptho:w13 r thoughts about death
,.u=unmarried,HRS,r13deptho,r13deptho:w13 r thoughts about death
,.v=spouse nr,HRS,r13deptho,r13deptho:w13 r thoughts about death
0,0.no,HRS,r14deptho,r14deptho:w14 r thoughts about death
1,1.yes,HRS,r14deptho,r14deptho:w14 r thoughts about death
,.d=dk/na,HRS,r14deptho,r14deptho:w14 r thoughts about death
,".j=web interview, missing",HRS,r14deptho,r14deptho:w14 r thoughts about death
,.m=oth missing,HRS,r14deptho,r14deptho:w14 r thoughts about death
,.p=answered prev wv,HRS,r14deptho,r14deptho:w14 r thoughts about death
,.r=rf,HRS,r14deptho,r14deptho:w14 r thoughts about death
,.s=skip,HRS,r14deptho,r14deptho:w14 r thoughts about death
,.u=unmarried,HRS,r14deptho,r14deptho:w14 r thoughts about death
,.v=spouse nr,HRS,r14deptho,r14deptho:w14 r thoughts about death
0,0.no,HRS,r15deptho,r15deptho:w15 r thoughts about death
1,1.yes,HRS,r15deptho,r15deptho:w15 r thoughts about death
,.d=dk/na,HRS,r15deptho,r15deptho:w15 r thoughts about death
,".j=web interview, missing",HRS,r15deptho,r15deptho:w15 r thoughts about death
,.m=oth missing,HRS,r15deptho,r15deptho:w15 r thoughts about death
,.p=answered prev wv,HRS,r15deptho,r15deptho:w15 r thoughts about death
,.r=rf,HRS,r15deptho,r15deptho:w15 r thoughts about death
,.s=skip,HRS,r15deptho,r15deptho:w15 r thoughts about death
,.u=unmarried,HRS,r15deptho,r15deptho:w15 r thoughts about death
,.v=spouse nr,HRS,r15deptho,r15deptho:w15 r thoughts about death
0,0.no,HRS,r16deptho,r16deptho:w16 r thoughts about death
1,1.yes,HRS,r16deptho,r16deptho:w16 r thoughts about death
,.d=dk/na,HRS,r16deptho,r16deptho:w16 r thoughts about death
,".j=web interview, missing",HRS,r16deptho,r16deptho:w16 r thoughts about death
,.m=oth missing,HRS,r16deptho,r16deptho:w16 r thoughts about death
,.p=answered prev wv,HRS,r16deptho,r16deptho:w16 r thoughts about death
,.r=rf,HRS,r16deptho,r16deptho:w16 r thoughts about death
,.s=skip,HRS,r16deptho,r16deptho:w16 r thoughts about death
,.u=unmarried,HRS,r16deptho,r16deptho:w16 r thoughts about death
,.v=spouse nr,HRS,r16deptho,r16deptho:w16 r thoughts about death
1,1.excellent,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
2,2.very good,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
3,3.good,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
4,4.fair,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
5,5.poor,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
,.d=dk,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
,.m=oth missing,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
,.q=not asked this wv,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
,.r=rf,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
,.s=skip,HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
,".y=no exit interview, no death recorded",HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
,".z=no exit interview, death recorded",HRS,reprmem,reprmem:exit rate r memory 1 month prior to death
0,0.no,HRS,relost,relost:exit r lost in familiar environments
1,1.yes,HRS,relost,relost:exit r lost in familiar environments
,.d=dk,HRS,relost,relost:exit r lost in familiar environments
,.m=oth missing,HRS,relost,relost:exit r lost in familiar environments
,.q=not asked this wv,HRS,relost,relost:exit r lost in familiar environments
,.r=rf,HRS,relost,relost:exit r lost in familiar environments
,.s=skip,HRS,relost,relost:exit r lost in familiar environments
,".y=no exit interview, no death recorded",HRS,relost,relost:exit r lost in familiar environments
,".z=no exit interview, death recorded",HRS,relost,relost:exit r lost in familiar environments
0,0.no,HRS,rewander,rewander:exit r ever wander off
1,1.yes,HRS,rewander,rewander:exit r ever wander off
,.d=dk,HRS,rewander,rewander:exit r ever wander off
,.m=oth missing,HRS,rewander,rewander:exit r ever wander off
,.q=not asked this wv,HRS,rewander,rewander:exit r ever wander off
,.r=rf,HRS,rewander,rewander:exit r ever wander off
,.s=skip,HRS,rewander,rewander:exit r ever wander off
,".y=no exit interview, no death recorded",HRS,rewander,rewander:exit r ever wander off
,".z=no exit interview, death recorded",HRS,rewander,rewander:exit r ever wander off
0,0.no,HRS,realone,realone:exit r could be left alone
1,1.yes,HRS,realone,realone:exit r could be left alone
,.d=dk,HRS,realone,realone:exit r could be left alone
,.m=oth missing,HRS,realone,realone:exit r could be left alone
,.q=not asked this wv,HRS,realone,realone:exit r could be left alone
,.r=rf,HRS,realone,realone:exit r could be left alone
,.s=skip,HRS,realone,realone:exit r could be left alone
,".y=no exit interview, no death recorded",HRS,realone,realone:exit r could be left alone
,".z=no exit interview, death recorded",HRS,realone,realone:exit r could be left alone
0,0.no,HRS,rehaluc,rehaluc:exit r hallucinated
1,1.yes,HRS,rehaluc,rehaluc:exit r hallucinated
,.d=dk,HRS,rehaluc,rehaluc:exit r hallucinated
,.m=oth missing,HRS,rehaluc,rehaluc:exit r hallucinated
,.q=not asked this wv,HRS,rehaluc,rehaluc:exit r hallucinated
,.r=rf,HRS,rehaluc,rehaluc:exit r hallucinated
,.s=skip,HRS,rehaluc,rehaluc:exit r hallucinated
,".y=no exit interview, no death recorded",HRS,rehaluc,rehaluc:exit r hallucinated
,".z=no exit interview, death recorded",HRS,rehaluc,rehaluc:exit r hallucinated
0,0.no,HRS,renrshom,renrshom:exit nh stay
1,1.yes,HRS,renrshom,renrshom:exit nh stay
,.d=dk,HRS,renrshom,renrshom:exit nh stay
,.m=oth missing,HRS,renrshom,renrshom:exit nh stay
,.q=not asked this wave,HRS,renrshom,renrshom:exit nh stay
,.r=rf,HRS,renrshom,renrshom:exit nh stay
,.s=skip,HRS,renrshom,renrshom:exit nh stay
,.u=unmar,HRS,renrshom,renrshom:exit nh stay
,.v=sp nr,HRS,renrshom,renrshom:exit nh stay
,".y=no exit interview, no death recorded",HRS,renrshom,renrshom:exit nh stay
,".z=no exit interview, death recorded",HRS,renrshom,renrshom:exit nh stay
0,0.no,HRS,redoctor,redoctor:exit doctor visit
1,1.yes,HRS,redoctor,redoctor:exit doctor visit
,.d=dk,HRS,redoctor,redoctor:exit doctor visit
,.m=oth missing,HRS,redoctor,redoctor:exit doctor visit
,.q=not asked this wave,HRS,redoctor,redoctor:exit doctor visit
,.r=rf,HRS,redoctor,redoctor:exit doctor visit
,.s=skip,HRS,redoctor,redoctor:exit doctor visit
,.u=unmar,HRS,redoctor,redoctor:exit doctor visit
,.v=sp nr,HRS,redoctor,redoctor:exit doctor visit
,".y=no exit interview, no death recorded",HRS,redoctor,redoctor:exit doctor visit
,".z=no exit interview, death recorded",HRS,redoctor,redoctor:exit doctor visit
0,0.no,HRS,redrugs,redrugs:exit regularly take rx
1,1.yes,HRS,redrugs,redrugs:exit regularly take rx
,.d=dk,HRS,redrugs,redrugs:exit regularly take rx
,.m=oth missing,HRS,redrugs,redrugs:exit regularly take rx
,.q=not asked this wave,HRS,redrugs,redrugs:exit regularly take rx
,.r=rf,HRS,redrugs,redrugs:exit regularly take rx
,.s=skip,HRS,redrugs,redrugs:exit regularly take rx
,.u=unmar,HRS,redrugs,redrugs:exit regularly take rx
,.v=sp nr,HRS,redrugs,redrugs:exit regularly take rx
,".y=no exit interview, no death recorded",HRS,redrugs,redrugs:exit regularly take rx
,".z=no exit interview, death recorded",HRS,redrugs,redrugs:exit regularly take rx
0,0.no,HRS,rehomcar,rehomcar:exit home hlth care
1,1.yes,HRS,rehomcar,rehomcar:exit home hlth care
,.d=dk/na,HRS,rehomcar,rehomcar:exit home hlth care
,.m=oth missing,HRS,rehomcar,rehomcar:exit home hlth care
,.n=in nhm,HRS,rehomcar,rehomcar:exit home hlth care
,.q=not asked this wv,HRS,rehomcar,rehomcar:exit home hlth care
,.r=rf,HRS,rehomcar,rehomcar:exit home hlth care
,".y=no exit interview, no death recorded",HRS,rehomcar,rehomcar:exit home hlth care
,".z=no exit interview, death recorded",HRS,rehomcar,rehomcar:exit home hlth care
0,0.no,HRS,renhmliv,renhmliv:exit lived in nh at time of death
1,1.yes,HRS,renhmliv,renhmliv:exit lived in nh at time of death
,.d=dk,HRS,renhmliv,renhmliv:exit lived in nh at time of death
,.m=oth missing,HRS,renhmliv,renhmliv:exit lived in nh at time of death
,.q=not asked this wave,HRS,renhmliv,renhmliv:exit lived in nh at time of death
,.r=rf,HRS,renhmliv,renhmliv:exit lived in nh at time of death
,.s=skip,HRS,renhmliv,renhmliv:exit lived in nh at time of death
,.u=unmar,HRS,renhmliv,renhmliv:exit lived in nh at time of death
,.v=sp nr,HRS,renhmliv,renhmliv:exit lived in nh at time of death
,".y=no exit interview, no death recorded",HRS,renhmliv,renhmliv:exit lived in nh at time of death
,".z=no exit interview, death recorded",HRS,renhmliv,renhmliv:exit lived in nh at time of death
0,0.no,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
1,1.yes,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,.d=dk,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,.m=oth missing,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,.q=not asked this wave,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,.r=rf,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,.s=skip,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,.u=unmar,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,.v=sp nr,HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,".y=no exit interview, no death recorded",HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
,".z=no exit interview, death recorded",HRS,rehosp,rehosp:exit overnight hospital stay since prvivw before death
0,0.no,HRS,respcfac,respcfac:exit spec health facilty
1,1.yes,HRS,respcfac,respcfac:exit spec health facilty
,.d=dk/na,HRS,respcfac,respcfac:exit spec health facilty
,.m=oth missing,HRS,respcfac,respcfac:exit spec health facilty
,.n=in nhm,HRS,respcfac,respcfac:exit spec health facilty
,.q=not asked this wv,HRS,respcfac,respcfac:exit spec health facilty
,.r=rf,HRS,respcfac,respcfac:exit spec health facilty
,".y=no exit interview, no death recorded",HRS,respcfac,respcfac:exit spec health facilty
,".z=no exit interview, death recorded",HRS,respcfac,respcfac:exit spec health facilty
0,0.no,HRS,rehpcsty,rehpcsty:exit hospice care stay
1,1.yes,HRS,rehpcsty,rehpcsty:exit hospice care stay
,.d=dk,HRS,rehpcsty,rehpcsty:exit hospice care stay
,.m=oth missing,HRS,rehpcsty,rehpcsty:exit hospice care stay
,.q=not asked this wave,HRS,rehpcsty,rehpcsty:exit hospice care stay
,.r=rf,HRS,rehpcsty,rehpcsty:exit hospice care stay
,.s=skip,HRS,rehpcsty,rehpcsty:exit hospice care stay
,.u=unmar,HRS,rehpcsty,rehpcsty:exit hospice care stay
,.v=sp nr,HRS,rehpcsty,rehpcsty:exit hospice care stay
,".y=no exit interview, no death recorded",HRS,rehpcsty,rehpcsty:exit hospice care stay
,".z=no exit interview, death recorded",HRS,rehpcsty,rehpcsty:exit hospice care stay
0,0.not imputed,HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
1,1.imputed,HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
,.d=dk/na,HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
,.m=oth missing,HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
,.n=no utilization,HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
,.q=not asked this wv,HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
,.r=rf,HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
,".y=no exit interview, no death recorded",HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
,".z=no exit interview, death recorded",HRS,reoopmdof,reoopmdof:exit mexp flag: out of pkt med exp w oth
0,0.not imputed,HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
1,1.imputed,HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
,.d=dk/na,HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
,.m=oth missing,HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
,.n=no utilization,HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
,.q=not asked this wv,HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
,.r=rf,HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
,".y=no exit interview, no death recorded",HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
,".z=no exit interview, death recorded",HRS,reoopmdf,reoopmdf:exit mexp flag: out of pkt med exp
0,0.no,HRS,regovmr,regovmr:exit r had gov plan-medicare
1,1.yes,HRS,regovmr,regovmr:exit r had gov plan-medicare
,.d=dk,HRS,regovmr,regovmr:exit r had gov plan-medicare
,.m=oth missing,HRS,regovmr,regovmr:exit r had gov plan-medicare
,.q=not asked this wave,HRS,regovmr,regovmr:exit r had gov plan-medicare
,.r=rf,HRS,regovmr,regovmr:exit r had gov plan-medicare
,.s=skip,HRS,regovmr,regovmr:exit r had gov plan-medicare
,.u=unmar,HRS,regovmr,regovmr:exit r had gov plan-medicare
,.v=sp nr,HRS,regovmr,regovmr:exit r had gov plan-medicare
,".y=no exit interview, no death recorded",HRS,regovmr,regovmr:exit r had gov plan-medicare
,".z=no exit interview, death recorded",HRS,regovmr,regovmr:exit r had gov plan-medicare
0,0.no,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
1,1.yes,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,.d=dk,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,.m=oth missing,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,.q=not asked this wave,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,.r=rf,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,.s=skip,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,.u=unmar,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,.v=sp nr,HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,".y=no exit interview, no death recorded",HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
,".z=no exit interview, death recorded",HRS,regovmds,regovmds:exit r had medicaid in last 2 yrs or since prvivw
0,0.no,HRS,regovmdd,regovmdd:exit r had medicaid at death
1,1.yes,HRS,regovmdd,regovmdd:exit r had medicaid at death
,.d=dk,HRS,regovmdd,regovmdd:exit r had medicaid at death
,.m=oth missing,HRS,regovmdd,regovmdd:exit r had medicaid at death
,.q=not asked this wave,HRS,regovmdd,regovmdd:exit r had medicaid at death
,.r=rf,HRS,regovmdd,regovmdd:exit r had medicaid at death
,.s=skip,HRS,regovmdd,regovmdd:exit r had medicaid at death
,.u=unmar,HRS,regovmdd,regovmdd:exit r had medicaid at death
